ts_seq_num,label
1,49.611369076105795
2,50.323992482870175
3,52.70833578028965
4,55.640794089318696
5,57.658405742475935
6,58.911550418901015
7,57.976458887930505
8,58.67629239900475
9,62.350799516113625
10,69.11397505219429
11,71.14606708348971
12,71.40772878821176
13,70.49986647735687
14,68.28677945713945
15,65.31854379005686
16,60.88884576696878
17,56.225792587287835
18,53.43837677997072
19,56.82707575623429
20,59.90854652585767
21,58.247802019693474
22,57.15136267460476
23,55.36174198660649
24,56.88549356441574
25,57.76403349450734
26,53.849016635761025
27,53.30527882380494
28,52.856112576963234
29,55.25163922271561
30,60.75474976905043
31,63.03032264260167
32,65.2235674907441
33,66.63421351412907
34,65.9611302695449
35,67.21366044392252
36,64.69141961039189
37,61.8082892483098
38,60.15121501913627
39,58.518966393063636
40,55.75903161595738
41,50.811486944278634
42,51.23618039581562
43,49.82026585940928
44,49.66261887452833
45,45.99346454848262
46,45.34045716916943
47,46.448663302375586
48,46.65837697608915
49,47.58490016808838
50,47.45990694386903
51,45.83209344829442
52,44.43360005226664
53,44.72474073235308
54,49.826746051915215
55,48.75972989837639
56,50.448513353373144
57,47.43810660375889
58,44.032421387883275
59,43.95996043269261
60,43.32077149581441
61,43.609350821755925
62,42.784066229167216
63,42.88472456244288
64,44.14307621420346
65,41.86246685820639
66,42.56746952867105
67,42.63498300725481
68,42.46085093612698
69,44.051303802908166
70,43.15528263947172
71,44.271898845720315
72,42.872620560847515
73,42.837634992394506
74,42.63338536845889
75,42.68543820208502
76,43.68413585331545
77,43.605175456758786
78,44.98070087241998
79,45.118748484759756
80,46.94715133603107
81,45.93831659734444
82,45.92394133448927
83,44.40151170578686
84,45.501213139733444
85,44.68455327856562
86,48.34319514409299
87,49.01568409911899
88,50.25315899785639
89,48.07838424430155
90,46.67796594116264
91,46.83306047167706
92,53.669173879993075
93,55.54276771498244
94,58.029497789691106
95,56.708287934265265
96,54.27049633276503
97,56.15850151077732
98,57.48346505844709
99,58.362820330965086
100,59.173729364021504
101,61.090595917598456
102,59.559974647958995
103,59.91748290379082
104,60.33221255801436
105,59.92845460494134
106,60.55417007082941
107,56.86006769852995
108,54.6648601860769
109,48.30298562751801
110,46.7788893252479
111,44.594115907302786
112,46.03377757232799
113,45.63210637520032
114,45.28754792616911
115,44.04669502169298
116,43.687959819520074
117,44.76961616929259
118,43.805319296511605
119,45.798005511428826
120,44.288520046709294
121,45.0371034546789
122,44.21265799240055
123,44.9317400632964
124,44.62679318508796
125,45.442388221967
126,45.48082243940173
127,45.735221362015025
128,45.26313597613653
129,46.27004674207286
130,45.93660920951059
131,46.03664849148745
132,45.848615203801785
133,45.727694134953325
134,46.020968227264824
135,45.44446586208703
136,45.26024523595622
137,44.18811528968318
138,44.148930336705135
139,47.73065310167836
140,50.30385295250189
141,51.3598811627259
142,49.73800518211525
143,47.32890389679942
144,44.968921026136435
145,45.72277020021165
146,45.36724993874314
147,45.531133567594935
148,44.72634419834963
149,45.110958723913555
150,44.67344310421552
151,46.62164180785868
152,46.222286784247686
153,47.62586349422586
154,46.72896698000443
155,48.80833724782648
156,47.79151253561761
157,47.344479818655216
158,45.57347023038675
159,46.19736284399754
160,45.37456807042352
161,45.87332090622474
162,46.03438773106073
163,44.44829146224214
164,44.7770363295701
165,43.635577265273085
166,43.64370678005719
167,45.26632825294111
168,44.45951417112927
169,45.18310804999267
170,46.5883368081626
171,46.75938193816495
172,48.52848198115594
173,48.97799346487331
174,47.40307820920995
175,48.662493289820496
176,47.806599600066974
177,49.38590631119666
178,50.88109874079125
179,49.24127243093932
180,50.25795434228513
181,51.76958800220057
182,54.33587967139761
183,54.70599610982305
184,53.93422514911986
185,48.70262434759074
186,47.65882000546528
187,48.81921869142309
